address,amount
0x02ea6586b2503111c6bc4731df853824179b7d09, 12500
0x030D6e94193eacEf92033c254e89F193b2B68EC7, 12500
0x0319F7FFEAcbA29103a2d933259B41ba65C769AF, 12500
0x03288a2229748e4fc53d6b30e620c02b7bc65c86, 12500
0x03393d9aad6a85de7275d276a579b88a11b580d5, 12500
0x033Ba5AA601B6FbD15e294527BD30A03fe389366, 12500
0x0343a1F0d6af1A0309331804bb5067bda42911C8, 12500
0x03516b5033e81127Aba5C1c7752d93A5b2be15D2, 12500
0x03516Fbc82c9e04808621f9FA64843833218AdC8, 12500
0x0354a16E60651f91eDA05c8a82A79867c752693A, 12500
0x0356c897d23cb27011e7626f89191fdefde947b0, 12500
0x03612784F426bD25bb65FF022e1BACbf2af440fE, 12500
0x036E40a1dc5111d249B51d0197A2cE9a214CCA2B, 12500
0x037cde63AB5698a788443a8BAE4228B6Fa717576, 12500
0x037ed237c073961e3106aaf7d23e091c36e15095, 12500
0x037f5100185ef1c27419d23c99e1012d9faf5369, 12500
0x039390eB09D6DF19AF21279351c8946336CA176B, 12500
0x03a3beb0e965f3ff8c0d812e49b7e461390a7c9a, 12500
0x03aae9bc235A7A32A20809b161112878c7264710, 12500
0x03b52d9c7a7bea509a0b96c2e1b32173263d6eca, 12500
0x03b5ed7666017a5bbd05a49debef2daaac0acdd2, 12500
0x03BB20AB77EC8f6a85a25252A88139c1d86043E2, 12500
0x03bb9df56DC18efd66B473112395AbF9F9Bb18F1, 12500
0x03Bc13303E511dc4E80035858845Bdb699F5dc68, 12500
0x03c337b8a664e88563104fce45a1fe9ca5d9f825, 12500
0x03cbc0865248b8c3bb286f5fa77bddf1202f6183, 12500
0x03e629b0276fd3E386f18278A78cA9449e2c9E16, 12500
0x03f710343ab36afa0d1b7eb1fbbefe2b2cdd72a7, 12500
0x03fa64ce73c58fa751ab445f058b2cdde929275d, 12500
0x04017558e22e6bbf1f73f957d4a777412ccc8034, 12500
0x0405b39ecd3e9284d39785ece01fe8ae7cfe5911, 12500
0x0406fa2eff7ebcb92d36292600b4e7a5528b4460, 12500
0x040dB6261Db1961A47014C9E6DD40CA48863a70e, 12500
0x041976B94917367bBE16150c972aBa987593C349, 12500
0x042743a30bFDf9EA4930287987d68CBb539d3d5B, 12500
0x044c3af0ea233a2629a4da4de24a2fe63c172cb5, 12500
0x045FA60628680741673b0A285D7bf1388Dac8c78, 12500
0x046b3198573b7b9dcd89920172c42b8a038d2aed, 12500
0x046bc1e38f2855cc0803dd4406ba684091d7f85f, 12500
0x046ddb4b6070dc9fec9fd38a2e8b55c88aa8570f, 12500
0x046EF3Cb049f3dCafCd226a1c5e8ACa77273C80C, 12500
0x047d311e6a58E5dF3A9914f550255350E1471306, 12500
0x048EdE374eC0Bed81fC07ccD3f96B57F822f47cd, 12500
0x048fC5AaE80511AC5c3347b4Ee389Fe07793BEf6, 12500
0x04A887A6767a586DAE17fd40f73aD73ba0A56EC4, 12500
0x04b16fb6ed23b3ac2771d478261d6e31beb1d003, 12500
0x04b5b11D7e590BfA8bC48AAcB010edBf9E6D7D58, 12500
0x04DB005e5062B6155ADfac1eC26bBbb68150f4F0, 12500
0x04Dbb9B2b282919E6D70257c5Cf5539eb5Cd1c8B, 12500
0x04dd2bfad9711bcb15ceed904b3fc91f36f8b5ec, 12500
0x04E9394912a5FeE4AF59ef0312dA6BAAaCe3E53a, 12500
0x04ef070261494e4E89F269aD0A179f24b771D513, 12500
0x04f1db87df477b21712d2c80fb95a7dccda249da, 12500
0x050fffec7f22a125e28e6620a073701860c55fb2, 12500
0x0511b0350a88a98b5e85bbeedbeacc8b4027a19e, 12500
0x0525c77D5CE21bF18A8E37F6dc73bBb5DeE1AebE, 12500
0x052a11F02Bd2E0D45Fc57990b7D4cF06e6851f33, 12500
0x05341c8f99901C7eD25AEaD1707318565361d4ef, 12500
0x05371bd479f04c3c1a9ea35dfbea32b0e298f3b6, 12500
0x053876b1f50268A55389EFAA7b1E809669ba6011, 12500
0x054A2bdD702b92c50e60F16BF2EFc276E9DA8BeE, 12500
0x05590C4e09A3aEcbf06b5947F5E0cCd3aeD13F62, 12500
0x055B9313d4c4ACB1b77d4B421a3FFbeAdEF0d129, 12500
0x056327cdb031b1D0fBf32717e6cBce0527a5cf5B, 12500
0x056ec63739d8aded5755bf825fa1705f27b5ec57, 12500
0x057304716f6ea9ee9c5de25d58bf6401bc68b9c3, 12500
0x05746d9c34fF21cea36B3427BBd067881EFFe97a, 12500
0x057719892efb5f05899e104e7e8663b48717b391, 12500
0x057f7637755dF581739d1750B9a7f3465A42eFfc, 12500
0x058f1da881Ad26c4bF60398A916fF8694D58Bc61, 12500
0x05959Ac20c0DB721ac062aBca4592A5bAfA32368, 12500
0x05974a5E889089637b6aCD41F32A498538763cFF, 12500
0x059d4A53BaE06907Bb0aaf201946A0b353F68E83, 12500
0x059d9bBc146fE0C9eE990bb2854545C56A3022Ab, 12500
0x05A09feFd1e3b09f8fD60C9E3AfDeD2Cd5A33E85, 12500
0x05AcE7f24Df8C89135D386838229d62808c88C04, 12500
0x05b12feb9f03e5dc9f2506B08419F68cf85266e6, 12500
0x05B3B77FE4Da87FFA07DC3C8aADAC5CF617bcAf6, 12500
0x05B64544908a653FA75304cC73A5FD0D55303AFb, 12500
0x05B97fE6c3cF8D89eB9BbB7BA3C7619B8B9C4f50, 12500
0x05c181d43c846621bB3249258dDcf9217d6DC3A0, 12500
0x05c6640745d2a7489d0b1c732c29ae6640e1ccdb, 12500
0x05C9B8FC3e83e34380Bba5106285AF5FF15200C3, 12500
0x05d1af745A4eFd6886621421e6A6d60ded47e839, 12500
0x05D281d469a585fE090762D3CF788c7eB127C585, 12500
0x05d8B19D4825409B335613E88aa1db194006eC4C, 12500
0x05e2EFf68a5F2065D40B600CA0e252DEF6475A59, 12500
0x05E805696bC3f951eAff34cD8Ce491C836ec04B2, 12500
0x05EF2329638D593b9e32321be17b91D7Ba12A14D, 12500
0x0600227cb23893abcf70111ed55a3e6299cd4eff, 12500
0x0607A50CA79A37ef2Ea30bA6dBC9052E26cCf6DB, 12500
0x061d57042dCbE5653F0FC34750069b89d73DD9a9, 12500
0x0623c1aB72bA78255B88b55079e94af0512cd393, 12500
0x06283698AeBEA8a90215dD75471B242249A71fa2, 12500
0x0629395b8709C512ad3CacfE3F7a5A87213FC494, 12500
0x062c4e65753f7aef83d10ed1868694e26b90fd40, 12500
0x062fF6D7127136d5EBFff15242da65F01474aF1A, 12500
0x0634275f3716F8b998762F1418ec3AeA79298aFD, 12500
0x064bf6275A202774D80F64d1113B66c82B84C0a7, 12500
0x064d9ea4dcbde33F7AfbB309AecFd045B88e2d0A, 12500
0x064e4947008B4518ebd267Da4838B29244E0089c, 12500
0x06507C603f7AD552648129f51e7952273B863054, 12500
0x065233700d4d5924a77d1ea8b65e04b2349f17c9, 12500
0x0664646a049fDca258279BEEDde00af8224560E4, 12500
0x066832e1fA00EC17Bcd4f57E9C771F06D11B4449, 12500
0x066B75DFdc560965df081cF4c1f9ecdf22846679, 12500
0x06754e5602b80a0ab25557e3361cde2438d54951, 12500
0x067baA7592aa849BAB0b51A68d8EDD0889c8AF58, 12500
0x06820E74f45084f20812493AD5262D34C6353B13, 12500
0x06883e8cd526d0eae5b9ab633af633ca6cf8fe22, 12500
0x06a0974825c66d77b929f9173ce7e90d5e21f93f, 12500
0x06a3903494e16D12079B67b379cA173114656c9d, 12500
0x06B324e5bD7d539E6489FA9f3CD9DD7c59Bb141d, 12500
0x06b8F0F6849740eB8BEE4C19F491d21ee3B6F623, 12500
0x06cb22561b7260ff04a3c8c08a8a651ccbdd3322, 12500
0x06cf3b47a89ad59c998796d6e78e04f25ff81ff2, 12500
0x06d408862d59b65a2024b578f97b0271a9ce8585, 12500
0x06D4F74dE9fc81C0D52F7f83062288Bec3C74601, 12500
0x06df6838F036f2A340232222b5587C18d82e83F2, 12500
0x06eA254a139D6029E8801a051294F720F00275A0, 12500
0x06EDA048751D723aD8276c4741E50F05C7e51451, 12500
0x06ee2a18bce68854cc0108c639905b31e794e43d, 12500
0x06ffdb6b9e4efded79d90886cf7444c4f07fe3bc, 12500
0x07045f981d2E3E964AE5e941e264Ef1a3206845B, 12500
0x070d7655a062ddfa7807dfe6ccc7743a1c5d7daf, 12500
0x070Eef82F5CC22cbf3a629163E644017c14bAFa6, 12500
0x071c90d43cc2c8fC300385bD6F7cb7C1E8C6E7A0, 12500
0x07287Ac8e83c465B27cF03f9e9A11FbDc9c3db34, 12500
0x07390CfEDA33bE23cC0a0715aE2402bAd75d5d5C, 12500
0x073EBA38c90Af0D5Afb6C5967449781761b6a59E, 12500
0x0742e2670C0a7F7d9f7ebBa01499b217452f195C, 12500
0x0747236f49c506546e790B77cd7A2368C63925e4, 12500
0x074cC7874bEA989E4620374f067b5Fd510A6d84d, 12500
0x075125d647649ABf3B8b5D466dFa3a7d784F41Dc, 12500
0x075946280dac2dbb12ebef854244c2b0fb59e808, 12500
0x075c7547c54e6f6d31f40fbde75fb869a030c1aa, 12500
0x075E015C85FeC80fE01f9F99898E0fdB79f881c3, 12500
0x0763517688f56Fd07e810526f3e142BbaEe990F9, 12500
0x07648B8ce06a157a35d9317F0FfE5556dF4763a2, 12500
0x076614b7cbFa819995e00b50688605Db70A9ecA6, 12500
0x076ABDbe2a45fcB10bB3327c5d7F4b9674Bc738F, 12500
0x077599d07d0ea96fa837f07d0f766cba3b1fc6b4, 12500
0x077D2c0921EE720cDe5e7e065660DF99A63CA7ef, 12500
0x0780937b134AC8A455436fe0B11FC6b4aa0914b9, 12500
0x07838cfe80af811DE7A27666FE6b63D0c35e003E, 12500
0x078863ee61006b8eFED5c17417cb9C7C55aa66Af, 12500
0x07950b86CC40ecAd2f2a5d6643aB0DD595300edE, 12500
0x079d16cda7110ceff23c01bc1eb0774819b761a5, 12500
0x07a7B102E56c135ed14e02fFA14538f79dDA37aE, 12500
0x07b444b96E641E4dC9F8806e27e7702967855cB0, 12500
0x07F3d3F6be36d11E5630bB1305A9352040028cce, 12500
0x080535500BBdd1baa2CFa3bF2d2E9D0Cd6Af5bF9, 12500
0x081AdC88A908BdB7a9E41fc7dCaad28d01c0d0B1, 12500
0x08315E1dD48F24d3A5b768bcFA3b561a4865e87a, 12500
0x08317d7fde0a221480e98272a9c26de63f0ac518, 12500
0x0852CD8ABe610f5196EB5f26428169A47BEca3f3, 12500
0x085dF360607bC41e1153eDA21877C348fa710952, 12500
0x0886238acd73e326476faf102b31598d8c15593c, 12500
0x0886f825D14745aAA4DC8622ECBf30782f2e3Bd8, 12500
0x0888811A075239E3C6ec8A7E45EDCc83037EaB29, 12500
0x0893a04383fcb01401c85452b8fb31e14d367722, 12500
0x08970f1225d93604dBcd57D4C807b630Eb43718D, 12500
0x08a62cF8171c322336252db99eb40b5c2E31eA4b, 12500
0x08B11D98dF1060563aC4881A044FBE7fCeC3CefE, 12500
0x08b15072914D28bAb910fF23074770aFE0CF172c, 12500
0x08b2EB4aD2D3c101E69bdABf46f17d713d095aAe, 12500
0x08b705B71C88FD4E2Ef3787E52A580Ae5Aaa87c0, 12500
0x08bd0168496409164a0af027655edf22e6fe0940, 12500
0x08d1772eb7E9204922AF4a313cd747A6d1426257, 12500
0x08df444eb67a3c9fe8ad398f88139baa9053bccd, 12500
0x08dfcf2685497f1890b95692e6488e27f6e366e6, 12500
0x08E1394e922fb2deFDe97570B1580522d8b117f5, 12500
0x08e19826125918131d10d21bac476efec4be3134, 12500
0x08e2ab18f59dcb538724d324f2510336bcf657ef, 12500
0x08EFabec6f4e3523bb2c5C75E3e9753BbAAF3E15, 12500
0x08fd0e0db61684b3ef457765db0c56068499c593, 12500
0x090feac37735fd91383d78487cce9bc57202a28a, 12500
0x09223cb35df4fd0fb84d377e9f1b0805ae80b08f, 12500
0x092dEfa8bdcfA8A893612F7EE9a43d48C37E4caE, 12500
0x093564611C04155272F698a76E0d1Bf068FbEF8a, 12500
0x0937ea448C5613EEd69639a5D064ed57D14d9ef4, 12500
0x0942B506943635b3dB4DaE3ba099eC47F5082a82, 12500
0x0945317DdE1e541c3a49774E58Ffb719672ac3C1, 12500
0x0945a15cf1e9dff050defe3ac03e8d01cc32cd29, 12500
0x094c26230aced32c5d690d531f475738cae95ee7, 12500
0x094cf5225A29874344113ab88BABbE20CB69f531, 12500
0x0973e9be5d58f15ba1851e3221b1985896fedc2b, 12500
0x098826F026fd26eBd33ae8734eB3193a3e0f44F2, 12500
0x099c7e2f50b5c7c408f13321c88fd24286c10095, 12500
0x099f4458a4Ff5bd8393679851aBA880744D3F25C, 12500
0x09bDB54916C4D12Cfa284A96D5b8B356453dFe9b, 12500
0x09c632AA92DcEf8b46E4d653d7155343fCE64212, 12500
0x09cC430177b58F40FBf0f1667A70E4728b9cd34C, 12500
0x09d789bc1763C2Ba0adA22E02069b98e47dE70B2, 12500
0x09D978DD2dB864cF26F310638c08aa560b8b60e7, 12500
0x09DE0b4950c586431A591b75BeB889A71Bba09DA, 12500
0x09e3e48af6e6774aa22e1d9ba0825b46fd44156b, 12500
0x09eB9D9a04d456C162B33237E2A923487DcB37b9, 12500
0x09fa929fb14f07227887a57cfc5190e5469e6065, 12500
0x09Fd8f28BC79028e3Fe83dff95120418FE3B867E, 12500
0x0a0329bdba91c03ec230fa3362a9053b6417938d, 12500
0x0a0f206b58a6ef33ccb62a0c9d2456c05d641736, 12500
0x0A112074e1Efe829709b9ADAD9Af668CE4F00d85, 12500
0x0a2889bE762a7dCbc6725B67Ec6cAc2c9C64fb98, 12500
0x0a2Ec3eFa6aF841A2D553c68263f19E546A77b1C, 12500
0x0a2F408aab109cf08E91b00D28f478BD31f9E6E9, 12500
0x0A3461af7BF0b6Af6d61193757c5F4337e0986e5, 12500
0x0a3acfdf65ffbf938a4e0b7dccf2c4ab24921b01, 12500
0x0a40f69dea6B4E4940Eb84793a0937b1ca8bD1D0, 12500
0x0A4d11B13496Eb0e2e3382134dCcB9291583e615, 12500
0x0A56263304622fBDD207c82d0a35c39ea2b59158, 12500
0x0a6919a3d96297c29395111858fbd37184ab256a, 12500
0x0a7057e5F24177C65Ce3D27b43294ceE06E97DD4, 12500
0x0a71f6e447d279d8a439fa16a6bbb9737abd3997, 12500
0x0a7241Cd35B351A65bc923f7B2CF3b77837389Ae, 12500
0x0a7c24Da58bEDDC6510bAF4AAAa0cB8EE471589E, 12500
0x0A7fA28e088f5dEA07C4B1a08F22E6fb10A955fF, 12500
0x0a834348123b82cdfbc28cd524a6c6d31206f668, 12500
0x0aa8e29d76105d7c30e770e4969f6b7666a00e94, 12500
0x0aa8e8dc9249Cd1f54727865CA575B9B5792f839, 12500
0x0ab1b04800e4868c97f488b9011931bac3acd4b8, 12500
0x0ab2921f62269a08330cd90c7af5b9d2dc1cc43d, 12500
0x0Ab59FEc89315ECEb5090657D3BDc69B4F8eDce2, 12500
0x0Ab5c15e887800a44cbbee4C33c4F135c87Ab14E, 12500
0x0ac1e945B05701F52423291150D006F725a304aB, 12500
0x0aCc1f828B6dec1BFFd2F4bbEd64aBF8f570FB24, 12500
0x0ad1d10d46662dc1be96ab0112a1550f1a30fa39, 12500
0x0AD25a60D631dfBf88A8D9255bd877801A89a8F8, 12500
0x0ae29c7ac71f7ff1216dbacecc9ce612fe9439af, 12500
0x0af67051a10021dfb377bd78b9a7ea019b158c4d, 12500
0x0Af71A261b61Ba472c595FE562A697A66E62603b, 12500
0x0af86c02C99c6eEAaAb2AAc893db7B1276B10045, 12500
0x0B10d126dAC75854151eEccD58aeEBc7412Fb1C0, 12500
0x0b1254482c7166DDaBfEf00e27FfF3A2c83E48C3, 12500
0x0B163D6c93312a6BC6f5b675DA49053230444a1E, 12500
0x0b1d780c1f30a113ed7b4cb3253b65744d1f8090, 12500
0x0B2178D9621E2D91d7A3F2d9f05C84aCABDb51CA, 12500
0x0b2cdd34740d149ea9540e2a51ed9bc4897934b5, 12500
0x0B2e0c3c51E9fB5253070eAE501335d20Aa1086b, 12500
0x0B2FBf4BeFDCCff99486fCBC7cf68BcDD32512F5, 12500
0x0b30511688C0D4E687F2BC8303173dF9c2d21665, 12500
0x0B352759e3494d5A9A24f543152606A64be0C02f, 12500
0x0b4919bd426094952fddfeb89b0475c50bc33028, 12500
0x0B5551054D1c74F79bF211CcCE0FC8307Dbc0F84, 12500
0x0B648160442D37f140746d6D1b336729f882AeF4, 12500
0x0B65405F48a7B0D7041057939D6485A60A708Aee, 12500
0x0b8CCb5f66495046cFcCCa8390aC4DEcC049302E, 12500
0x0b9509e4f9b9497B2457d71596D85226232f3F73, 12500
0x0B9622A25558fD1E0E8419D16175aF79216CF5a2, 12500
0x0B9B68a69DeB5567EaE3046dF75167A38F8d1D5C, 12500
0x0B9dC000a84cB8e98eC6E97A1d43e16956c39aB4, 12500
0x0b9E0F16417a4b40B52344E87fCd636A9C47E166, 12500
0x0b9fab58dd287895ab9ee880255fb15542f4aa66, 12500
0x0BAaF3EeA729097d248E8E56bAfAf87B8bb64434, 12500
0x0BAf6c6548aA9A4BB8AD2ddff42034aB47aCAC7b, 12500
0x0bB069c65E5D7E0193D1D7a2Cc940ad5aB38717c, 12500
0x0BB087717e6c6671D5eB45d8403fAA259baA0d21, 12500
0x0bBCd7FE506aB25F77F41dac0ABCC43017FDD926, 12500
0x0BC38e865185a6581FA2E5C8E2Ae5b9c2444219d, 12500
0x0Bc68323e74148b98946DA4090461B7ebf585f22, 12500
0x0bd05df4d5a2e310e268201d960219028fcda924, 12500
0x0BD36101E8FC06Fa70a7054a4B9a19C3da024914, 12500
0x0bd833d49186f77a4bd89095d704fa55e83d7df5, 12500
0x0be755aA426017dF951731Af91a2F38558007bF4, 12500
0x0BF169FC98f52A93839cadcE31342Da8B0933a44, 12500
0x0BfCdDf405e3787C5D7EA5DbE371D8f2BABE9066, 12500
0x0bff8e817993f68502b8b94fa0cec71392daccc8, 12500
0x0C052563F458512Fb9D57eF4B054F85338710139, 12500
0x0C0b97466fc5C4781D02B8F05b35898a1c9AB7E1, 12500
0x0c1068ba43dF4162a0e64E33cA5Bc5b36009829e, 12500
0x0c109a2116Ec9efCaE7d1C4cbE69630F25f4DeF4, 12500
0x0c19ceedf440c8dd1672dd08f0a1f3c34d02fc1d, 12500
0x0C1De42dF2fBB232f81eD746B9733815F26B28f0, 12500
0x0C201314C0Ac6b35836060622C7a1f10460D8754, 12500
0x0c2183dE95369944af48050658f7e887c577a527, 12500
0x0C2C1800D132835Af4d2cBe705Dbd5f363643c79, 12500
0x0c2CB61eC3790C7c3374465AeF149d3235810086, 12500
0x0c37cF737340F56EE46FbBEcdC3FC417359dA108, 12500
0x0c7147669ed6Bf47400090B0dC7e24FE7d091848, 12500
0x0C743482f54350c62E8D3cF11646727f6d942788, 12500
0x0c76e3136b702f38cd357ea0d30be56eaae8c187, 12500
0x0c77204c991201F45708b0f37214cf9964c507B2, 12500
0x0c772f3E41C7e3623468d2D28251DA8CF2f9Fb9A, 12500
0x0c7cB1b6f8855a15655C6db8aAE5e1147F26661D, 12500
0x0C7Fe12C18Ee58748D38b699e1601C14d39928F4, 12500
0x0c8598606511978045ab04e393cee7c51ccab4e1, 12500
0x0c9fa08acd47854d5de74e3488fdce9a5c6f4e46, 12500
0x0ca07a3e8ac3f7cbb7775e0e795434a58267b3e7, 12500
0x0CBD8e735cDa5543c4d85eCd0D526B6534793B61, 12500
0x0cbe2b8f9a2ddb3a4cfb60dd0f05ada94e5c437e, 12500
0x0cC2A2dc0CDb48CB61188aed737FcdE923B69E3c, 12500
0x0cC336c9BF5D0c10E58157Aa5Ee50Fb5daBaD6E8, 12500
